Barrio,Tipo de Inmueble,Estado,Antigüedad,Área Construida (m2),Área Privada (m2),Estrato,Baños,Habitaciones,Parqueaderos,Piso N°,Barrio_clean,Barrio_group,Piso_cat
El Poblado,Apartamento,Usado,16 a 30 años,100.0,100.0,5.0,2,2,1,8,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,16 a 30 años,47.0,47.0,4.0,1,2,1,2,EL POBLADO,EL POBLADO,missing
Centro,Apartamento,Usado,16 a 30 años,40.0,40.0,4.0,1,2,0,11,CENTRO,CENTRO,3+
Rodeo Alto,Apartamento,Usado,16 a 30 años,55.0,55.0,3.0,2,3,0,7,RODEO ALTO,RODEO ALTO,missing
Robledo,Apartamento,Usado,1 a 8 años,53.0,53.0,3.0,2,3,0,18,ROBLEDO,ROBLEDO,3+
Los Parra,Apartamento,Usado,16 a 30 años,60.0,60.0,4.0,3,2,1,8,LOS PARRA,LOS PARRA,3+
Calasanz,Apartamento,Usado,más de 30 años,56.0,56.0,3.0,2,3,0,12,CALASANZ,CALASANZ,3+
Belen,Casa,Usado,9 a 15 años,65.0,65.0,3.0,1,3,0,1,BELEN,BELEN,missing
Belen La Palma,Apartamento,Usado,menor a 1 año,250.0,250.0,5.0,2,5,0,2,BELEN LA PALMA,BELEN LA PALMA,missing
Buenos aires,Apartaestudio,Usado,más de 30 años,25.0,25.0,4.0,1,1,0,2,BUENOS AIRES,BUENOS AIRES,missing
Los Balsos,Apartaestudio,Usado,1 a 8 años,65.0,65.0,6.0,2,1,1,11,LOS BALSOS,LOS BALSOS,missing
El Poblado,Apartamento,Buen estado,16 a 30 años,114.0,114.0,6.0,3,3,1,5,EL POBLADO,EL POBLADO,3+
Florida nueva,Apartaestudio,Usado,16 a 30 años,50.0,50.0,4.0,2,1,0,2,FLORIDA NUEVA,FLORIDA NUEVA,2
Loreto,Apartamento,Usado,1 a 8 años,40.0,40.0,3.0,1,2,0,3,LORETO,LORETO,missing
Belén Aliadas,Apartamento,Usado,1 a 8 años,48.0,48.0,4.0,2,2,0,4,BELEN ALIADAS,BELEN ALIADAS,3+
Centro,Apartamento,Usado,16 a 30 años,75.0,75.0,3.0,2,2,0,2,CENTRO,CENTRO,missing
Boston,Apartamento,Excelente estado,1 a 8 años,30.0,30.0,3.0,1,1,0,3,BOSTON,BOSTON,missing
El Poblado,Apartamento,Usado,16 a 30 años,73.0,73.0,4.0,2,3,1,4,EL POBLADO,EL POBLADO,missing
Castropol,Apartamento,Usado,16 a 30 años,90.0,90.0,5.0,2,2,1,6,CASTROPOL,CASTROPOL,3+
Prado,Casa,Usado,16 a 30 años,300.0,300.0,4.0,5,12,0,1,PRADO,PRADO,missing
Belén,Apartamento,Usado,1 a 8 años,48.0,48.0,5.0,1,1,1,2,BELEN,BELEN,2
El Poblado,Apartamento,Usado,9 a 15 años,160.0,160.0,6.0,4,4,2,11,EL POBLADO,EL POBLADO,3+
Centro,Apartamento,Nuevo,16 a 30 años,100.0,100.0,4.0,2,4,0,5,CENTRO,CENTRO,3+
Buenos aires,Apartaestudio,Usado,9 a 15 años,2600.0,2600.0,4.0,1,1,0,1,BUENOS AIRES,BUENOS AIRES,1
Loma de los bernal,Apartamento,Usado,9 a 15 años,84.0,84.0,5.0,2,2,1,12,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,3+
La pilarica,Apartamento,Usado,16 a 30 años,87.0,87.0,4.0,2,2,1,4,LA PILARICA,LA PILARICA,3+
Belén Los Alpes,Apartaestudio,Usado,1 a 8 años,15.0,15.0,3.0,1,1,0,1,BELEN LOS ALPES,BELEN LOS ALPES,1
Santa maria de los angeles,Apartamento,Usado,9 a 15 años,170.0,170.0,6.0,2,3,2,6,SANTA MARIA DE LOS ANGELES,SANTA MARIA DE LOS ANGELES,missing
Belén Rosales,Casa,Usado,16 a 30 años,220.0,220.0,5.0,3,4,1,1,BELEN ROSALES,BELEN ROSALES,1
Belén,Apartamento,Nuevo,menor a 1 año,65.0,65.0,5.0,1,1,0,6,BELEN,BELEN,missing
Bosques de san pablo,Apartaestudio,Usado,1 a 8 años,70.0,70.0,3.0,1,1,0,2,BOSQUES DE SAN PABLO,BOSQUES DE SAN PABLO,missing
El Poblado,Apartamento,Usado,16 a 30 años,127.0,127.0,5.0,3,4,2,3,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,16 a 30 años,60.0,960.0,5.0,2,2,2,9,EL POBLADO,EL POBLADO,missing
El salvador,Apartaestudio,Nuevo,1 a 8 años,15.0,15.0,3.0,1,2,0,1,EL SALVADOR,EL SALVADOR,1
Vía Las Palmas,Apartamento,Buen estado,16 a 30 años,110.0,110.0,4.0,2,3,0,18,VIA LAS PALMAS,VIA LAS PALMAS,3+
Conquistadores,Casa,Usado,16 a 30 años,360.0,360.0,5.0,4,5,4,1,CONQUISTADORES,CONQUISTADORES,1
El Poblado,Apartamento,Usado,16 a 30 años,65.0,65.0,5.0,2,3,1,9,EL POBLADO,EL POBLADO,missing
Buenos aires,Apartamento,Usado,más de 30 años,90.0,90.0,3.0,2,3,0,3,BUENOS AIRES,BUENOS AIRES,3+
Los colores,Apartaestudio,Usado,menor a 1 año,30.0,30.0,5.0,1,1,0,3,LOS COLORES,LOS COLORES,missing
El Poblado,Apartamento,Usado,1 a 8 años,100.0,100.0,6.0,2,1,2,4,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,16 a 30 años,87.6,87.6,5.0,2,2,1,1,EL POBLADO,EL POBLADO,1
Calasanz,Apartamento,Usado,9 a 15 años,75.0,75.0,3.0,1,3,0,8,CALASANZ,CALASANZ,missing
La pilarica,Apartamento,Usado,menor a 1 año,88.0,88.0,5.0,2,3,1,9,LA PILARICA,LA PILARICA,missing
Castropol,Apartamento,Usado,1 a 8 años,173.0,173.0,6.0,3,3,1,4,CASTROPOL,CASTROPOL,missing
Robledo,Apartamento,Usado,16 a 30 años,45.0,45.0,2.0,1,2,0,2,ROBLEDO,ROBLEDO,2
Belén,Apartamento,Usado,9 a 15 años,70.0,70.0,5.0,2,3,1,3,BELEN,BELEN,missing
San diego,Apartamento,Buen estado,9 a 15 años,240.0,240.0,6.0,5,3,3,2,SAN DIEGO,SAN DIEGO,2
Belén,Apartamento,Buen estado,1 a 8 años,90.0,90.0,6.0,2,2,2,8,BELEN,BELEN,3+
El salvador,Apartamento,Usado,más de 30 años,45.0,45.0,3.0,1,2,0,3,EL SALVADOR,EL SALVADOR,3+
Belén Fatima,Casa,Usado,menor a 1 año,191.0,191.0,4.0,4,4,0,1,BELEN FATIMA,BELEN FATIMA,missing
Laureles,Apartamento,Usado,más de 30 años,78.0,78.0,5.0,2,2,1,9,LAURELES,LAURELES,missing
San isidro,Apartamento,Excelente estado,más de 30 años,58.0,58.0,4.0,2,3,1,10,SAN ISIDRO,OTROS,missing
Belen Malibu,Apartamento,Usado,1 a 8 años,93.0,93.0,4.0,2,2,1,1,BELEN MALIBU,BELEN MALIBU,1
El Poblado,Apartamento,Usado,más de 30 años,280.0,280.0,5.0,4,4,0,5,EL POBLADO,EL POBLADO,3+
Vía Las Palmas,Apartamento,Usado,1 a 8 años,70.0,70.0,4.0,2,2,1,10,VIA LAS PALMAS,VIA LAS PALMAS,missing
Belén,Casa,Usado,9 a 15 años,134.0,134.0,5.0,3,4,2,1,BELEN,BELEN,missing
Vía Las Palmas,Apartamento,Usado,9 a 15 años,87.0,87.0,6.0,2,3,1,26,VIA LAS PALMAS,VIA LAS PALMAS,3+
Enciso,Apartaestudio,Usado,16 a 30 años,30.0,30.0,3.0,1,1,0,2,ENCISO,ENCISO,2
Manrique,Casa,Usado,16 a 30 años,130.0,130.0,2.0,2,3,0,3,MANRIQUE,MANRIQUE,3+
La América,Casa,Usado,más de 30 años,150.0,150.0,3.0,5,5,0,1,LA AMERICA,LA AMERICA,1
Buenos aires,Casa,Usado,más de 30 años,55.0,55.0,2.0,1,2,0,1,BUENOS AIRES,BUENOS AIRES,1
Rodeo Alto,Apartamento,Usado,16 a 30 años,60.0,60.0,4.0,2,3,1,13,RODEO ALTO,RODEO ALTO,3+
Laureles,Apartamento,Usado,16 a 30 años,110.0,110.0,5.0,3,3,0,2,LAURELES,LAURELES,2
Belén,Casa,Buen estado,16 a 30 años,120.0,120.0,4.0,3,3,0,1,BELEN,BELEN,1
Laureles,Apartamento,Usado,1 a 8 años,137.0,137.0,5.0,3,3,2,4,LAURELES,LAURELES,missing
El Poblado,Apartaestudio,Usado,1 a 8 años,35.0,35.0,6.0,1,1,0,4,EL POBLADO,EL POBLADO,3+
Laureles,Apartamento,Buen estado,1 a 8 años,65.0,65.0,5.0,2,2,1,6,LAURELES,LAURELES,3+
Calasanz,Apartamento,Usado,menor a 1 año,65.0,65.0,5.0,2,3,1,9,CALASANZ,CALASANZ,missing
Belen Malibu,Apartamento,Usado,1 a 8 años,80.0,80.0,5.0,2,3,0,3,BELEN MALIBU,BELEN MALIBU,3+
Buenos aires,Apartamento,Usado,16 a 30 años,90.0,90.0,4.0,2,3,0,3,BUENOS AIRES,BUENOS AIRES,3+
Belén Aliadas,Apartaestudio,Usado,1 a 8 años,40.0,40.0,4.0,1,1,0,2,BELEN ALIADAS,BELEN ALIADAS,missing
Laureles,Apartamento,Nuevo,menor a 1 año,50.0,50.0,6.0,1,1,0,4,LAURELES,LAURELES,missing
Laureles,Apartamento,Usado,16 a 30 años,78.0,78.0,5.0,2,2,1,4,LAURELES,LAURELES,3+
El Poblado,Apartamento,Usado,9 a 15 años,140.0,140.0,6.0,3,3,2,11,EL POBLADO,EL POBLADO,3+
Las palmas,Apartamento,Usado,9 a 15 años,80.0,80.0,5.0,2,3,0,6,LAS PALMAS,LAS PALMAS,missing
El Poblado,Apartamento,Usado,1 a 8 años,10700.0,10700.0,6.0,3,3,2,2,EL POBLADO,EL POBLADO,missing
Calasanz,Apartamento,Usado,9 a 15 años,58.0,58.0,4.0,2,2,1,7,CALASANZ,CALASANZ,missing
Florida nueva,Casa,Usado,16 a 30 años,150.0,150.0,5.0,3,4,0,1,FLORIDA NUEVA,FLORIDA NUEVA,missing
Bosques de san pablo,Apartamento,Usado,1 a 8 años,30.0,30.0,3.0,1,2,1,1,BOSQUES DE SAN PABLO,BOSQUES DE SAN PABLO,missing
Laureles,Apartamento,Usado,16 a 30 años,80.0,80.0,5.0,2,2,1,6,LAURELES,LAURELES,3+
Loma de los Gonzalez,Apartaestudio,Usado,menor a 1 año,60.0,60.0,6.0,2,1,1,13,LOMA DE LOS GONZALEZ,LOMA DE LOS GONZALEZ,missing
Los Balsos,Apartamento,Nuevo,menor a 1 año,129.0,129.0,6.0,4,3,0,5,LOS BALSOS,LOS BALSOS,missing
El Poblado,Apartamento,Usado,16 a 30 años,64.0,64.0,6.0,2,2,1,6,EL POBLADO,EL POBLADO,3+
San german,Apartamento,Usado,más de 30 años,60.0,60.0,4.0,2,2,0,9,SAN GERMAN,SAN GERMAN,3+
Conquistadores,Apartamento,Usado,16 a 30 años,65.0,60.0,5.0,2,2,1,9,CONQUISTADORES,CONQUISTADORES,missing
El Poblado,Apartamento,Usado,1 a 8 años,134.0,134.0,6.0,3,3,2,3,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,1 a 8 años,72.0,72.0,5.0,3,2,1,6,EL POBLADO,EL POBLADO,3+
San joaquin,Apartamento,Usado,16 a 30 años,27.0,27.0,5.0,1,1,0,1,SAN JOAQUIN,SAN JOAQUIN,missing
Suramericana,Apartamento,Usado,más de 30 años,162.0,162.0,5.0,2,4,1,4,SURAMERICANA,SURAMERICANA,missing
Loma de los bernal,Apartamento,Usado,1 a 8 años,240.0,240.0,4.0,4,4,2,6,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,3+
Laureles,Apartamento,Usado,16 a 30 años,124.0,124.0,5.0,3,5,2,10,LAURELES,LAURELES,3+
Calasanz,Apartamento,Usado,9 a 15 años,70.0,70.0,3.0,2,3,1,3,CALASANZ,CALASANZ,missing
Centro,Apartamento,Nuevo,16 a 30 años,60.0,60.0,4.0,1,1,0,2,CENTRO,CENTRO,2
Robledo,Apartamento,Usado,más de 30 años,55.0,55.0,4.0,1,3,0,1,ROBLEDO,ROBLEDO,1
El Poblado,Apartamento,Buen estado,9 a 15 años,212.0,212.0,6.0,3,4,2,3,EL POBLADO,EL POBLADO,3+
Laureles,Apartamento,Usado,1 a 8 años,48.0,48.0,4.0,1,2,0,5,LAURELES,LAURELES,3+
Centro,Apartamento,Usado,16 a 30 años,60.0,60.0,3.0,1,2,1,5,CENTRO,CENTRO,3+
Castropol,Apartamento,Usado,1 a 8 años,102.4,102.4,6.0,2,3,2,5,CASTROPOL,CASTROPOL,missing
Loma de los bernal,Apartamento,Usado,1 a 8 años,90.0,90.0,5.0,2,3,1,6,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,3+
Enciso,Apartamento,Usado,más de 30 años,90.0,90.0,3.0,1,2,0,2,ENCISO,ENCISO,2
Laureles,Apartamento,Usado,16 a 30 años,110.0,110.0,5.0,3,3,1,13,LAURELES,LAURELES,missing
Prado,Apartamento,Usado,16 a 30 años,46.0,46.0,4.0,1,2,0,5,PRADO,PRADO,3+
Altos del poblado,Apartamento,Usado,16 a 30 años,212.0,212.0,6.0,3,3,2,3,ALTOS DEL POBLADO,ALTOS DEL POBLADO,missing
Florida nueva,Apartaestudio,Usado,16 a 30 años,20.0,20.0,4.0,1,1,0,2,FLORIDA NUEVA,FLORIDA NUEVA,2
Laureles,Casa,Usado,16 a 30 años,115.0,115.0,3.0,1,2,0,1,LAURELES,LAURELES,missing
Altos del poblado,Apartamento,Usado,1 a 8 años,130.0,130.0,5.0,2,3,2,5,ALTOS DEL POBLADO,ALTOS DEL POBLADO,missing
El Poblado,Apartamento,Usado,9 a 15 años,140.0,140.0,5.0,2,2,1,9,EL POBLADO,EL POBLADO,missing
Castropol,Apartamento,Usado,16 a 30 años,70.0,70.0,6.0,2,2,1,10,CASTROPOL,CASTROPOL,missing
Belén Altavista,Casa,Usado,1 a 8 años,180.0,180.0,2.0,2,2,1,1,BELEN ALTAVISTA,BELEN ALTAVISTA,missing
Buenos aires,Apartamento,Usado,más de 30 años,55.0,55.0,3.0,1,2,0,1,BUENOS AIRES,BUENOS AIRES,1
Castilla,Casa,Usado,16 a 30 años,105.0,105.0,3.0,2,4,0,1,CASTILLA,CASTILLA,missing
Robledo,Casa,Usado,más de 30 años,65.0,65.0,3.0,1,3,0,2,ROBLEDO,ROBLEDO,2
Las palmas,Apartamento,Usado,16 a 30 años,60.0,60.0,5.0,2,2,1,6,LAS PALMAS,LAS PALMAS,missing
Los Balsos,Apartamento,Usado,16 a 30 años,145.0,145.0,5.0,2,4,2,2,LOS BALSOS,LOS BALSOS,missing
El Poblado,Apartamento,Buen estado,1 a 8 años,204.0,204.0,6.0,3,2,2,2,EL POBLADO,EL POBLADO,2
La gloria,Apartamento,Usado,16 a 30 años,58.0,58.0,3.0,1,2,0,5,LA GLORIA,LA GLORIA,missing
Belén,Apartamento,Usado,16 a 30 años,65.0,65.0,3.0,1,2,0,2,BELEN,BELEN,2
San german,Apartamento,Usado,1 a 8 años,72.0,72.0,4.0,2,3,1,10,SAN GERMAN,SAN GERMAN,missing
Prado,Casa,Usado,16 a 30 años,700.0,700.0,4.0,10,7,0,1,PRADO,PRADO,1
Laureles,Casa,Usado,16 a 30 años,90.0,90.0,6.0,2,4,0,1,LAURELES,LAURELES,1
Loma del Indio,Apartamento,Usado,16 a 30 años,110.0,110.0,5.0,2,3,1,97,LOMA DEL INDIO,LOMA DEL INDIO,3+
Cristo rey,Casa,Buen estado,16 a 30 años,120.0,120.0,4.0,2,3,0,1,CRISTO REY,CRISTO REY,1
La castellana,Casa,Usado,menor a 1 año,198.0,198.0,5.0,3,4,0,1,LA CASTELLANA,LA CASTELLANA,missing
Castropol,Apartamento,Usado,1 a 8 años,74.0,74.0,5.0,2,2,1,5,CASTROPOL,CASTROPOL,3+
Cristo rey,Casa,Usado,16 a 30 años,110.0,110.0,6.0,2,4,1,1,CRISTO REY,CRISTO REY,missing
El Poblado,Casa,Usado,16 a 30 años,120.0,120.0,4.0,4,4,0,1,EL POBLADO,EL POBLADO,missing
El ajizal,Apartamento,Usado,16 a 30 años,54.0,54.0,4.0,2,3,0,6,EL AJIZAL,OTROS,missing
La candelaria,Apartamento,Usado,más de 30 años,24300.0,24300.0,4.0,5,7,2,1,LA CANDELARIA,LA CANDELARIA,missing
Asomadera no2,Apartamento,Usado,1 a 8 años,64.0,64.0,6.0,2,2,1,16,ASOMADERA NO2,ASOMADERA NO2,3+
Belén,Apartamento,Usado,16 a 30 años,74.0,74.0,5.0,2,3,1,11,BELEN,BELEN,missing
San diego,Apartaestudio,Usado,menor a 1 año,68.0,68.0,3.0,2,2,0,7,SAN DIEGO,SAN DIEGO,missing
Comuna 1,Apartamento,Usado,16 a 30 años,102.0,102.0,6.0,2,3,2,5,COMUNA 1,OTROS,missing
El Poblado,Apartamento,Usado,9 a 15 años,170.0,170.0,6.0,4,3,2,7,EL POBLADO,EL POBLADO,missing
San joaquin,Apartamento,Usado,1 a 8 años,97.0,97.0,5.0,2,3,1,5,SAN JOAQUIN,SAN JOAQUIN,missing
Calasanz,Apartamento,Usado,menor a 1 año,58.0,58.0,3.0,2,2,1,7,CALASANZ,CALASANZ,missing
Robledo,Apartamento,Usado,más de 30 años,45.0,45.0,2.0,1,2,0,2,ROBLEDO,ROBLEDO,2
La castellana,Apartaestudio,Usado,9 a 15 años,45.0,45.0,4.0,1,1,1,2,LA CASTELLANA,LA CASTELLANA,missing
Rodeo Alto,Apartamento,Usado,9 a 15 años,60.0,60.0,4.0,2,2,0,6,RODEO ALTO,RODEO ALTO,missing
Calasanz,Apartamento,Usado,9 a 15 años,72.0,72.0,4.0,2,2,1,9,CALASANZ,CALASANZ,missing
Santa maria de los angeles,Apartamento,Usado,16 a 30 años,200.0,200.0,6.0,4,3,3,6,SANTA MARIA DE LOS ANGELES,SANTA MARIA DE LOS ANGELES,3+
Santa fe,Apartamento,Usado,1 a 8 años,165.0,165.0,4.0,3,4,0,3,SANTA FE,SANTA FE,3+
La candelaria,Apartamento,Usado,menor a 1 año,5000.0,5000.0,3.0,2,1,0,6,LA CANDELARIA,LA CANDELARIA,missing
El Poblado,Apartamento,Buen estado,9 a 15 años,126.0,126.0,6.0,3,3,2,18,EL POBLADO,EL POBLADO,3+
Belén San Bernardo,Apartamento,Usado,16 a 30 años,68.0,68.0,3.0,2,3,0,3,BELEN SAN BERNARDO,BELEN SAN BERNARDO,3+
Belén Los Alpes,Apartamento,Usado,1 a 8 años,75.0,75.0,4.0,2,3,0,7,BELEN LOS ALPES,BELEN LOS ALPES,missing
Belén,Casa,Usado,16 a 30 años,157.0,157.0,4.0,3,3,0,1,BELEN,BELEN,missing
Campo valdes no1,Apartamento,Usado,16 a 30 años,25.0,25.0,3.0,1,2,0,2,CAMPO VALDES NO1,CAMPO VALDES NO1,2
Campo amor,Apartamento,Usado,1 a 8 años,68.0,68.0,3.0,1,2,0,3,CAMPO AMOR,CAMPO AMOR,3+
Belen La Palma,Apartamento,Usado,1 a 8 años,140.0,140.0,5.0,3,3,1,1,BELEN LA PALMA,BELEN LA PALMA,1
La america,Apartamento,Usado,más de 30 años,115.0,115.0,3.0,3,3,0,4,LA AMERICA,LA AMERICA,3+
Laureles,Apartamento,Usado,16 a 30 años,70.0,70.0,3.0,1,2,0,2,LAURELES,LAURELES,2
Belén,Apartamento,Usado,16 a 30 años,60.0,60.0,4.0,2,2,0,2,BELEN,BELEN,2
El Poblado,Casa,Usado,16 a 30 años,500.0,500.0,6.0,4,5,1,1,EL POBLADO,EL POBLADO,missing
El Poblado,Apartamento,Usado,más de 30 años,72.0,72.0,5.0,2,3,0,1,EL POBLADO,EL POBLADO,1
Loma de los bernal,Apartamento,Nuevo,menor a 1 año,90.0,90.0,3.0,2,2,0,8,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,missing
El chagualo,Apartamento,Usado,1 a 8 años,45.0,45.0,3.0,1,2,0,4,EL CHAGUALO,EL CHAGUALO,missing
El Poblado,Apartamento,Usado,16 a 30 años,130.0,130.0,6.0,2,3,2,1,EL POBLADO,EL POBLADO,1
Ciudad del Río,Apartamento,Usado,1 a 8 años,94.0,94.0,6.0,2,2,1,9,CIUDAD DEL RIO,CIUDAD DEL RIO,missing
Prado,Apartamento,Usado,16 a 30 años,96.0,96.0,4.0,2,2,0,4,PRADO,PRADO,3+
San cristobal,Apartamento,Usado,menor a 1 año,56.0,56.0,3.0,1,3,0,6,SAN CRISTOBAL,SAN CRISTOBAL,missing
Belén San Bernardo,Casa,Usado,16 a 30 años,79.0,79.0,3.0,2,2,0,2,BELEN SAN BERNARDO,BELEN SAN BERNARDO,2
Belén,Apartamento,Excelente estado,16 a 30 años,40.0,40.0,2.0,1,2,0,3,BELEN,BELEN,missing
La Calera,Casa,Usado,16 a 30 años,1520.0,1520.0,6.0,7,6,4,1,LA CALERA,LA CALERA,1
San joaquin,Apartamento,Usado,1 a 8 años,90.0,90.0,5.0,2,3,0,2,SAN JOAQUIN,SAN JOAQUIN,2
Calasanz,Apartamento,Usado,9 a 15 años,65.0,65.0,4.0,2,3,0,9,CALASANZ,CALASANZ,missing
Castropol,Apartamento,Usado,menor a 1 año,87.0,87.0,6.0,3,2,2,14,CASTROPOL,CASTROPOL,3+
San cristobal,Casa,Usado,16 a 30 años,253.4,253.4,3.0,9,10,2,2,SAN CRISTOBAL,SAN CRISTOBAL,2
Florida nueva,Apartamento,Usado,16 a 30 años,75.0,75.0,4.0,2,3,1,1,FLORIDA NUEVA,FLORIDA NUEVA,1
El Poblado,Apartamento,Usado,1 a 8 años,63.0,63.0,6.0,2,3,1,12,EL POBLADO,EL POBLADO,missing
Cataluña,Apartamento,Excelente estado,1 a 8 años,75.0,75.0,5.0,2,2,1,2,CATALUNA,CATALUNA,missing
El Poblado,Apartamento,Usado,más de 30 años,258.0,258.0,6.0,4,3,2,4,EL POBLADO,EL POBLADO,missing
Loma de los bernal,Apartamento,Nuevo,menor a 1 año,98.0,98.0,4.0,2,3,1,5,LOMA DE LOS BERNAL,LOMA DE LOS BERNAL,missing
Las palmas,Apartamento,Usado,1 a 8 años,134.0,134.0,6.0,3,3,2,3,LAS PALMAS,LAS PALMAS,missing
La castellana,Apartamento,Usado,16 a 30 años,80.0,80.0,5.0,2,3,1,6,LA CASTELLANA,LA CASTELLANA,missing
Calasanz,Apartamento,Usado,menor a 1 año,58.0,58.0,4.0,2,2,1,7,CALASANZ,CALASANZ,missing
Castropol,Apartamento,Usado,más de 30 años,125.0,125.0,6.0,3,3,2,2,CASTROPOL,CASTROPOL,missing
El Campestre,Apartamento,Usado,9 a 15 años,110.0,110.0,6.0,2,3,2,8,EL CAMPESTRE,EL CAMPESTRE,3+
Laureles,Apartamento,Usado,1 a 8 años,78.0,78.0,4.0,2,2,1,9,LAURELES,LAURELES,missing
Laureles,Apartamento,Buen estado,9 a 15 años,86.0,86.0,5.0,2,2,1,5,LAURELES,LAURELES,3+
Florencia,Apartamento,Usado,1 a 8 años,75.0,75.0,3.0,1,2,0,3,FLORENCIA,OTROS,missing
Centro,Apartaestudio,Usado,1 a 8 años,25.0,25.0,4.0,2,1,0,1,CENTRO,CENTRO,missing
Santa fe,Apartamento,Usado,1 a 8 años,83.0,83.0,5.0,2,3,1,7,SANTA FE,SANTA FE,missing
San javier,Apartaestudio,Usado,más de 30 años,30.0,30.0,2.0,1,1,0,1,SAN JAVIER,SAN JAVIER,1
El velodromo,Apartamento,Usado,1 a 8 años,70.0,70.0,5.0,2,2,0,10,EL VELODROMO,EL VELODROMO,missing
Belén Miravalle,Apartamento,Usado,1 a 8 años,80.0,80.0,4.0,2,4,1,2,BELEN MIRAVALLE,BELEN MIRAVALLE,2
El Poblado,Apartamento,Buen estado,16 a 30 años,122.0,122.0,6.0,2,2,2,5,EL POBLADO,EL POBLADO,3+
Ciudad del Río,Apartamento,Usado,menor a 1 año,74.0,74.0,5.0,2,3,1,11,CIUDAD DEL RIO,CIUDAD DEL RIO,missing
San diego,Apartamento,Usado,1 a 8 años,102.4,102.4,6.0,2,3,1,5,SAN DIEGO,SAN DIEGO,missing
Laureles,Apartamento,Usado,16 a 30 años,100.0,100.0,5.0,3,4,2,5,LAURELES,LAURELES,missing
Laureles Nogal,Casa,Usado,1 a 8 años,180.0,180.0,5.0,4,4,0,1,LAURELES NOGAL,LAURELES NOGAL,1
Laureles,Apartamento,Buen estado,16 a 30 años,80.0,80.0,4.0,2,3,1,1,LAURELES,LAURELES,1
Belén Fatima,Casa,Usado,menor a 1 año,75.0,75.0,4.0,2,2,0,1,BELEN FATIMA,BELEN FATIMA,missing
Laureles,Apartamento,Usado,9 a 15 años,105.0,105.0,4.0,4,3,1,10,LAURELES,LAURELES,3+
Las palmas,Apartamento,Usado,9 a 15 años,70.0,70.0,6.0,2,3,1,18,LAS PALMAS,LAS PALMAS,3+
Centro,Apartaestudio,Usado,16 a 30 años,29.0,29.0,4.0,1,1,0,5,CENTRO,CENTRO,3+
San javier,Apartamento,Usado,1 a 8 años,51.0,51.0,3.0,2,3,0,16,SAN JAVIER,SAN JAVIER,3+
San Lucas,Casa,Usado,16 a 30 años,800.0,800.0,5.0,5,4,11,1,SAN LUCAS,SAN LUCAS,missing
Calasanz,Apartamento,Usado,9 a 15 años,65.0,65.0,4.0,2,3,1,9,CALASANZ,CALASANZ,missing
Santa Mónica,Casa,Usado,16 a 30 años,90.0,90.0,4.0,2,4,0,1,SANTA MONICA,SANTA MONICA,1
Aranjuez,Casa,Usado,más de 30 años,60.0,60.0,3.0,1,3,0,1,ARANJUEZ,ARANJUEZ,missing
Laureles,Apartamento,Usado,1 a 8 años,65.0,65.0,5.0,1,1,0,6,LAURELES,LAURELES,missing
Santa fe,Apartaestudio,Usado,más de 30 años,16.0,16.0,3.0,1,1,0,1,SANTA FE,SANTA FE,1
San diego,Apartamento,Buen estado,9 a 15 años,100.0,100.0,6.0,2,3,2,18,SAN DIEGO,SAN DIEGO,3+
San diego,Apartamento,Usado,1 a 8 años,93.0,93.0,6.0,3,4,1,3,SAN DIEGO,SAN DIEGO,3+
El Poblado,Apartamento,Buen estado,16 a 30 años,118.0,118.0,6.0,3,2,2,10,EL POBLADO,EL POBLADO,3+
Laureles,Apartamento,Usado,9 a 15 años,120.0,120.0,5.0,3,3,2,2,LAURELES,LAURELES,missing
Calasanz,Apartamento,Usado,más de 30 años,77.0,77.0,4.0,2,3,0,6,CALASANZ,CALASANZ,3+
El Poblado,Apartamento,Usado,9 a 15 años,6100.0,6100.0,4.0,2,2,1,11,EL POBLADO,EL POBLADO,missing
Las palmas,Apartamento,Usado,1 a 8 años,98.0,98.0,6.0,2,3,2,5,LAS PALMAS,LAS PALMAS,missing
Calasanz,Apartaestudio,Usado,menor a 1 año,25.0,25.0,4.0,1,1,0,5,CALASANZ,CALASANZ,3+
El Poblado,Apartamento,Buen estado,16 a 30 años,60.0,60.0,6.0,2,2,1,11,EL POBLADO,EL POBLADO,3+
Los colores,Apartamento,Usado,9 a 15 años,50.0,50.0,5.0,1,2,0,1,LOS COLORES,LOS COLORES,1
Laureles,Casa,Usado,16 a 30 años,110.0,110.0,5.0,3,3,0,2,LAURELES,LAURELES,2
Loma de los Gonzalez,Apartamento,Usado,1 a 8 años,265.0,265.0,6.0,4,4,2,1,LOMA DE LOS GONZALEZ,LOMA DE LOS GONZALEZ,missing
Calasanz,Apartamento,Usado,menor a 1 año,77.0,77.0,3.0,2,3,1,5,CALASANZ,CALASANZ,missing
